Department,CourseNumber,Prerequisites
MSE,426,"Math 232, MATH 251, MSE 320 or ENSC 382 and a minimum of 80 credits."
MSE,429,MSE 222 and minimum of 80 units.
MSE,450,"MSE 352, MSE 381 (or ENSC 383), and completion of 80 units."
MSE,452,MSE 353.
MSE,453,80 units.
MSE,454,80 units.
MSE,460,MSE 310 and MSE 360.
MSE,480,MSE 310 (or ENSC 387)and a minimum of 80 credits.
MSE,481,MSE 352 (or ENSC 252) and MSE 381 (or ENSC 383) and a minimum of 80 credits.
MSE,483,MSE 381 or ENSC 383 and a minimum of 80 credits.
MSE,486,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee.
MSE,487,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee.
MSE,489,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee.
MSE,490,"To be determined by the instructor subject to approval by the department
chair."
MSE,491,"To be determined by instructor subject to approval by the department
chair."
MSE,493,MSE 393 or 394 and a minimum of 75 units.
MSE,494,"MSE 393 or 394, a minimum of 75 units and approval of internship co-ordinator required."
MSE,495,"Permission of the undergraduate
curriculum committee chair."
MSE,496,"Permission of the undergraduate
curriculum committee chair."
MSE,497,"Permission of the undergraduate
curriculum committee chair."
MSE,498,At least 100 units or permission of the academic supervisor.
MSE,499,MSE 498.
NUSC,341,"Completion of 60 units in a science program, including first year calculus, chemistry and physics."
NUSC,342,"NUSC 341, with a minimum grade of C-, or permission of the Department. Recommended: MATH 251."
NUSC,344,"Completion of 60 units in a science program, including first year calculus, chemistry and physics."
NUSC,346,NUSC 341 with a minimum grade of C-.
NUSC,444,"NUSC 342 or 442, with a minimum grade of C- or permission of the Department."
NUSC,482,Permission of the Department.
PHIL,105,
PHIL,110,
PHIL,144,
PHIL,150,
PHIL,201,"One of PHIL 100, 100W, 120, 120W, 121, 144, 150, 151, 300, or COGS 100."
PHIL,203,"One of PHIL 100, 100W, 120, 120W, 121, 144, 150, 151, 300, or COGS 100."
PHIL,221,"One of PHIL 100, 100W, 120, 120W, 121, 144, 150, 151, or 300."
PHIL,270,
PHIL,300,At least 60 units.
PHIL,302,PHIL 201 or 203.
PHIL,310,"One of PHIL 110, 210, 314, 315, or MACM 101; or a minimum of 12 units in MATH."
PHIL,314,"One of PHIL 110, 210, 310, 315, or MACM 101, or with the approval of the instructor or department."
PHIL,315,"One of: PHIL 110, 210, 310, 314, MACM 101, BUEC 232, BUS 232, or STAT 270."
PHIL,320,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W."
PHIL,321,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W."
PHIL,322,"One of PHIL 120, 120W, 121, 150, 151, 220, 221, 270, SDA 270, ENV 320W, or REM 320W."
PHIL,326,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W."
PHIL,329,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W."
PHIL,331,As stated by department at time of offering.
PHIL,332,As stated by department at time of offering.
PHIL,341,"Either one of: PHIL 201 or 203; or both of PHIL 100, 100W, or 300, and COGS 200."
PHIL,342,"One prior philosophy course (not including PHIL 110, PHIL 105, PHIL 310, PHIL 314, or PHIL 315). (This prerequisite may be waived in some cases, at the discretion of the instructor.)"
PHIL,343,"Either one of: PHIL 201 or 203; or both of PHIL 100, 100W, or 300, and COGS 200."
PHIL,344,"Either one of: PHIL 201 or 203; or both of PHIL 100, 100W, or 300, and COGS 200."
PHIL,350,"One prior philosophy course (not including PHIL 105, PHIL 110, PHIL 310, PHIL 314, or PHIL 315)."
PHIL,352,"One prior philosophy course (not including PHIL 105, PHIL 110, PHIL 310, PHIL 314, or PHIL 315)."
PHIL,356,"One prior philosophy course (not including PHIL 105, PHIL 110, PHIL 310, PHIL 314, or PHIL 315)."
PHIL,435,Two 300-level PHIL courses.
PHIL,479,Enrolled in the philosophy honours program.
PHYS,101,"BC Principles of Physics 12 or PHYS 100 or equivalent, with a minimum grade of C-. This prerequisite may be waived, at the discretion of the department, as determined by the student's performance on a regularly scheduled PHYS 100 final exam. Please consult the physics advisor for further details. Corequisite: MATH 150 or 151 or 154 or 157; BISC 100 or 101 or 102. Recommended Corequisite: PHYS 132."
PHYS,102,"PHYS 101 or 120 or 125 or 140; MATH 150 or 151 or 154 or 157; both with a minimum grade of C-. Corequisite: BISC 100 or 101 or 102. Recommended Corequisites: MATH 152, 155 or 158; PHYS 133."
PHYS,120,"BC Principles of Physics 12 or PHYS 100 or equivalent, with a minimum grade of C-. This prerequisite may be waived, at the discretion of the department, as determined by the student's performance on a regularly scheduled PHYS 100 final exam. Please consult the physics advisor for further details. Corequisite: MATH 150 or 151 or 154. Recommended Corequisite: PHYS 132."
PHYS,121,"PHYS 120 or 125 or 140, with a minimum grade of C-, or PHYS 101 with a minimum grade of B. Corequisite: MATH 152 or 155. Recommended Corequisite: PHYS 133."
PHYS,125,Permission of the department. Corequisite: MATH 151. Recommended Corequisite: PHYS 132.
PHYS,126,PHYS 125 with a minimum grade of C- or permission of the department. Corequisite: MATH 152. Recommended Corequisite: PHYS 133.
PHYS,132,
PHYS,133,"PHYS 132 or 140 or ENSC 120 (no substitutions), with a minimum grade of C-. Corequisite: PHYS 102 or 121 or 126."
PHYS,140,"BC Principles of Physics 12, or PHYS 100 or equivalent, with a minimum grade of C-. Corequisite: MATH 150 or 151 or 154."
PHYS,141,"PHYS 120 or PHYS 125 or PHYS 140 or MSE 103, with a minimum grade of C-, or PHYS 101 with a minimum grade of B. Corequisite: MATH 152 or MATH 155."
PHYS,190,
PHYS,201,"PHYS 121 or PHYS 126 or PHYS 141, with a minimum grade of C-, or PHYS 102 with a minimum grade of B."
PHYS,211,MATH 251; MATH 232 or MATH 240; PHYS 255 or ENSC 380. All prerequisite courses require a minimum grade of C-. Recommended Corequisite: MATH 260 or MATH 310.
PHYS,233,"PHYS 133 or PHYS 141 or ENSC 120, with a minimum grade of C-. Recommended Prerequisite: CMPT 120."
PHYS,234,"PHYS 233 and PHYS 255, both with a minimum grade of C-."
PHYS,255,"PHYS 126 or PHYS 121 or PHYS 141, with a minimum grade of C-, or PHYS 102 with a minimum grade of B. Corequisite: MATH 251; MATH 232 or MATH 240. Recommended Corequisite: MATH 260 or MATH 310."
PHYS,285,"Either MATH 232 or MATH 240, with a minimum grade of C-."
PHYS,313,PHYS 121 or 126 or 141 (or PHYS 102 with a minimum grade of B); MATH 232 or 240; both with a minimum grade of C-.
PHYS,321,"PHYS 121 or PHYS 126 or PHYS 141 (or PHYS 102 with a minimum grade of B); MATH 252 or MATH 254; MATH 260 or MATH 310. All prerequisite courses require a minimum grade of C-, unless specified."
PHYS,326,PHYS 234 with a minimum grade of C-.
PHYS,335,"Completion of 30 units, with a minimum GPA of 2.75 in the physics program. Students should apply to the department at least one term in advance."
PHYS,336,PHYS 335 followed by 12 units. A minimum cumulative GPA of 2.75. Students should apply to the department at least one term in advance.
PHYS,344,PHYS 121 or PHYS 126 or PHYS 141 (or PHYS 102 with a minimum grade of B); MATH 251; both with a minimum grade of C-.
PHYS,346,CHEM 120 or 121; PHYS 102 or 121 or 126 or 141; MATH 152 or 155; all with a minimum grade of C-.
PHYS,347,Completion of 45 units including CHEM 122; MATH 152 or MATH 155; PHYS 102 or PHYS 121 or PHYS 126 or PHYS 141; all with a minimum grade of C-. Recommended: BISC 101.
PHYS,365,
PHYS,384,MATH 252 or 254; MATH 260 or MATH 310; PHYS 211; PHYS 255 or ENSC 320. All prerequisite courses require a minimum grade of C-.
PHYS,385,MATH 252 or MATH 254; MATH 260; PHYS 255; PHYS 285 or ENSC 380 or CHEM 260. All prerequisite courses require a minimum grade of C-. Recommended Prerequisite: PHYS 211.
PHYS,390,PHYS 211; CHEM 120 or CHEM 121; both with a minimum grade of C-.
PHYS,391,"PHYS 233 or equivalent, with a minimum grade of C-. Recommended Prerequisite: CMPT 120 or equivalent."
PHYS,395,MATH 260 or MATH 310; PHYS 255; CMPT 120 or equivalent. All prerequisite courses require a minimum grade of C-.
PHYS,413,PHYS 384 or permission of the department. Non-physics majors may enter with MATH 252; MATH 260 or MATH 310; PHYS 211. All prerequisite courses require a minimum grade of C-.
PHYS,415,PHYS 385; either PHYS 384 or MATH 314. All prerequisite courses require a minimum grade of C-.
PHYS,416,"PHYS 385; PHYS 384 or both MATH 314 and MATH 419, or equivalent. All prerequisite courses require a minimum grade of C-."
PHYS,421,PHYS 321 (no substitution); PHYS 255 or ENSC 380; both with a minimum grade of C-.
PHYS,432,All students interested in taking this course must consult with their faculty supervisor regarding prerequisites.
PHYS,435,PHYS 336 and 60 units with a minimum cumulative GPA of 2.75.
PHYS,436,PHYS 435 followed by 12 units. A minimum cumulative GPA of 2.75.
PHYS,437,PHYS 436 and a minimum cumulative GPA of 2.75. Students should apply to the department at least one term in advance.
PHYS,445,"PHYS 344 or CHEM 360, with a minimum grade of C-. Recommended: PHYS 385."
PHYS,455,PHYS 321 with a minimum grade of C-. Corequisite: PHYS 385.
PHYS,465,"PHYS 385 or CHEM 364, with a minimum grade of C-."
PHYS,485,PHYS 385 or CHEM 364; PHYS 313 or permission from instructor for non-physics students; all with a minimum grade of C-.
PHYS,490,"PHYS 313 and PHYS 384, both with a minimum grade of C-."
PLAN,300,PLAN 100 or PLAN 200.
PLAN,302,"PLAN 100 or PLAN 200; one of PLAN 300 or PLAN 319, or REM 319; and permission of department. Student must be enrolled in the bachelor of environment in resource and environmental management planning stream."
PLAN,319,45 units.
PLAN,400,PLAN 100 or PLAN 200; and 60 units.
PLAN,402,PLAN 302 and permission of department. Student must be enrolled in the bachelor of environment in resource and environmental management planning stream.
PLAN,404,PLAN 100 or PLAN 200; REM 207 or any INDG course; and 75 units. Recommended: REM 319 or PLAN 319.
PLAN,406,PLAN 100 or PLAN 200; and 60 units.
PLAN,408,PLAN 100 or PLAN 200; and 60 units.
PLAN,443,PLAN 100 or PLAN 200; and 60 units.
PLAN,495,"PLAN 300, PLAN 302 or ENV 302, and 75 units; or with instructor permission. Students must be enrolled in the bachelor of environment in resource and environmental (planning) program."
PLCY,200,
PLCY,300,45 units.
PLCY,400,PLCY 300 and 60 units.
PLCY,401,PLCY 200 and PLCY 300.
POL,121,
POL,131,
POL,132,
POL,141,
POL,151,
POL,201,
POL,210,POL 100 or permission of department.
POL,221,POL 100 or 151 or permission of department.
POL,222,POL 100 or 151 or permission of department.
POL,244,
POL,253,
POL,315,POL 201 or permission of instructor.
POL,316,POL 210 or permission of the department.
POL,318,Six lower division units in Political Science or permission of the department.
POL,321,Six lower division units in political science or permission of the department.
POL,324,Six lower division units in political science or permission of the department.
POL,325,Six lower division units in political science or permission of the department.
POL,332,Six lower division units in political science or permission of the department.
POL,339,Six lower division units in political science or permission of the department.
POL,340,Six lower division units in Political Science or permission of the department.
POL,342,Six lower division units in political science or permission of the department.
POL,344,Six lower division units in political science or permission of the department.
POL,346,Six lower division units in political science or permission of the department.
POL,347,Six lower division units in political science or permission of the department.
POL,348,POL 141 and three lower division units in political science or permission of the department.
POL,349,Six lower division units in Political Science or permission of the department.
POL,350,30 units.
POL,374,Six lower division units in political science or permission of the department.
POL,381,Six lower division units in political science or permission of the department.
POL,390,"One of POL 201, ECON 233, STAT 203 or equivalent."
POL,411,POL 210 or 312 or 313; or permission of the department.
POL,417,Eight upper division units in political science or permission of the department.
POL,428,Eight upper division units in political science or permission of the department.
POL,429,Eight upper division units in political science or permission of the department.
POL,438,Eight upper division units in political science or permission of the department.
POL,447,Eight upper division units in political science or permission of the department.
POL,448,Eight upper division units in political science or permission of the department.
POL,455,Eight upper division units in political science or permission of the department.
POL,458,Eight upper division units in political science or permission of the department.
POL,459,Eight upper division units in political science or permission of the department.
POL,460,Eight upper division units in political science or permission of the department.
POL,463,Eight upper division units in political science or permission of the department.
POL,472,Eight upper division units in political science or permission of the department.
POL,484,Completed minimum 30 units of University courses and GPA of 2.50.
POL,490,Permission of the department.
POL,496,90 units. By application to the undergraduate chair.
POL,498,Permission of the department. Students may count only one readings course as credit towards their upper division political science requirements.
POL,499,Permission of the department (see regulations listed in the Department of Political Science section).
PSYC,102,Recommended: PSYC 100.
PSYC,210,"BC high school Math 12 with a minimum grade of C (2.0) or BC high school Math 11 with a minimum grade of B- (2.67) or any level MATH or STAT course with a C- (1.67) or FAN X99 taken at SFU with a minimum grade of C (2.00) or achieving a satisfactory grade on the Simon Fraser University Quantitative Placement Test. Corequisite: PSYC 201W, but prior completion recommended."
PSYC,221,PSYC 100.
PSYC,241,PSYC 102.
PSYC,250,PSYC 102.
PSYC,260,PSYC 102.
PSYC,268,PSYC 102.
PSYC,280,PSYC 100. Recommended: BISC 101.
PSYC,301,PSYC 201 and 210 and a minimum CGPA of 2.67.
PSYC,303,PSYC 201 and 221 (or 335).
PSYC,308,PSYC 201.
PSYC,325,PSYC 201W and PSYC 280.
PSYC,330,PSYC 201 and 221.
PSYC,352,PSYC 201 and PSYC 250.
PSYC,354,PSYC 201 and 250.
PSYC,355,PSYC 201 and 250.
PSYC,356,"PSYC 201, 241 and 250."
PSYC,357,PSYC 201 and 250 or acceptance into the diploma program in gerontology.
PSYC,358,PSYC 201 and 250.
PSYC,359,PSYC 201 and PSYC 250 (or PSYC 241).
PSYC,361,"PSYC 201, 260."
PSYC,362,PSYC 201 and 260.
PSYC,363,PSYC 201 and 260.
PSYC,364,"PSYC 201, 260."
PSYC,365,PSYC 201.
PSYC,366,PSYC 201 and PSYC 260.
PSYC,367,"PSYC 201, PSYC 260, PSYC 362."
PSYC,370,PSYC 201.
PSYC,371,PSYC 201 and 241.
PSYC,376,PSYC 201W and PSYC 268. Recommended: PSYC 210.
PSYC,379,PSYC 201 and 268. PSYC 241 is recommended.
PSYC,381,PSYC 201 and 280.
PSYC,382,"PSYC 201, 221, and 280."
PSYC,383,PSYC 201 and 280.
PSYC,385,PSYC 201W.
PSYC,386,PSYC 201 and 280.
PSYC,388,PSYC 201 and 280.
PSYC,391,PSYC 201. Other prerequisites vary by topic offering.
PSYC,393,"PSYC 201, 60 units, a UDGPA of at least 2.5, and permission of the department. Tri-council ethics certificate."
PSYC,402,"PSYC 201, 210, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering."
PSYC,410,"PSYC 201, 210, 301, 60 units, and a CGPA of 3.0."
PSYC,411,"PSYC 201, 210, 301, 60 units, and a CGPA of 3.0. Recommended: PSYC 410."
PSYC,425,"30 units, PSYC 201, other prerequisites vary by topic offering, permission from the Field School Director. Students may be required to successfully complete a Criminal Record Check depending on the site of the field school and the community partners involved."
PSYC,426,"30 units, PSYC 201, other prerequisites vary by topic offering, permission from the Field School Director. Students may be required to successfully complete a Criminal Record Check depending on the site of the field school and the community partners involved."
PSYC,441,"PSYC 201, 210, 241, and 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering."
PSYC,450,"PSYC 201, 210, 250 and 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering."
PSYC,457,"75 units, including PSYC 301 with a minimum grade of B and permission of a Co-Chair of the Behavioural Neuroscience Program Committee."
PSYC,459,A minimum grade of B in PSYC 457.
PSYC,461,"PSYC 201, 210, 260, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering."
PSYC,476,"PSYC 201, 210, 268, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering."
PSYC,480,"PSYC 201, 210, 280, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering."
PSYC,490,"75 units, PSYC 300 and 301, both with a minimum grade of 3.0, CGPA 3.33, and permission of the department."
PSYC,491,"PSYC 201, 210, 60 units, a CGPA of 3.0. Other prerequisites vary by topic offering."
PSYC,493,"PSYC 201, 210, 60 units, a UDGPA of at least 3.0, and permission of the department."
PSYC,494,"PSYC 201, 210, 60 units, a UDGPA of at least 3.0, and permission of the department."
PSYC,495,"PSYC 201, 210, 60 units, a UDGPA of at least 3.0, and permission of the department."
PSYC,499,PSYC 490.
PUB,101,
PUB,131,
PUB,231,PUB 131 or equivalent. IAT 102 is recommended.
PUB,331,PUB 231.
PUB,332,PUB 231.
PUB,350,60 units.
PUB,371,60 units.
PUB,372,60 units.
PUB,375,60 units.
PUB,410,60 units.
PUB,411,
PUB,431,PUB 331 or PUB 332.
PUB,438,"PUB 231. IAT 102, CMNS 253, and CMNS 354 highly recommended."
PUB,448,60 units.
PUB,450,75 units.
PUB,456,75 units.
PUB,458,75 units.
PUB,480,75 units.
REM,200,"One of REM 100, GEOG 100, GEOG 111, or EVSC 100."
REM,207,
REM,211,
REM,221,"One of REM 100, GEOG 100, GEOG 111, or EVSC 100."
REM,225,18 units.
REM,311,REM 100 or EVSC 100; BISC 204 or GEOG 215 or REM 211; STAT 201 or STAT 203 or STAT 205 or GEOG 251 or equivalent. Recommended: REM 225.
REM,319,45 units.
REM,321,45 units.
REM,325,45 units. Recommended: REM 225 or STAT 201 or STAT 203 or STAT 205 or GEOG 251 or equivalent.
REM,350,45 units.
REM,355,45 units or permission of instructor.
REM,357,45 units.
REM,375,45 units.
REM,388,45 units.
REM,407,"One of REM 207, ARCH 286, or any INDG course; and 75 units."
REM,412,REM 100 or EVSC 100; BISC 204 or GEOG 215 or REM 211; STAT 201 or STAT 203 or STAT 205 or GEOG 251 or equivalent; and 60 units. Recommended: REM 225.
REM,423,BISC 204 or GEOG 215 or REM 211; REM 225; STAT 201 or STAT 203 or STAT 205 or GEOG 251 or equivalent; MATH 151 or MATH 154 or MATH 157 or equivalent; and 60 units; or permission of instructor.
REM,427,"STAT 201 or 203 or 205 or GEOG 251 or equivalent, and 60 units; or permission of the instructor. Recommended: REM 225."
REM,431,REM 100 or EVSC 100 or GEOG 111; REM 221; 60 units; or permission from instructor.
REM,445,MATH 151 or 154 or 157; STAT 201 or 203 or 205 or GEOG 251 or equivalent; and 60 units. Recommended: REM 225.
REM,446,REM 100 or 200 and 75 units.
REM,463,
REM,471,"One of REM 100, or GEOG 100 or 111, or EVSC 100 or BISC 102; and 45 units."
REM,491,90 units.
REM,495,75 units.
REM,499,90 units and permission of the REM Undergraduate Program Chair.
SA,101,
SA,150,
SA,216,
SA,218,
SA,219,
SA,231,
SA,250,SA 150.
SA,255,SA 101 or 150.
SA,257,SA 101 or 150.
SA,260,
SA,275,
SA,301,SA 101.
SA,304,SA 101 or 150 or 201W.
SA,315,
SA,317,SA 101 or 150 or 201W.
SA,318,SA 101 or 150 or 201W.
SA,321,SA 101 or 150 or 201W.
SA,322,SA 101 or 150 or 201W.
SA,325,SA 101 or 150 or 201W.
SA,326,SA 101 or 150 or 201W.
SA,327,SA 101 or 150 or 201W.
SA,335,SA 101 or 150 or 201W.
SA,337,SA 101 or 150 or 201W.
SA,340,SA 101 or 150 or 201W.
SA,345,SA 101 or 150 or 201W.
SA,350,SA 250.
SA,351,SA 150.
SA,352,SA 101 or 150.
SA,353,Minimum of 30 units including SA 150.
SA,355,SA 255 and SA 257.
SA,359,SA 101 or 150 or 201W.
SA,360,SA 101 or 150 or 201W.
SA,362,SA 101 or 150 or 201W.
SA,364,SA 101 or 150 or 201W.
SA,365,SA 101 or 150 or 201W.
SA,366,SA 101 or 150 or 201W.
SA,368,"SA 101, 201W, or 150."
SA,375,SA 101 or SA 150 or SA 201W.
SA,418,"72 units, which must include SA 101 or 150 or 201W."
SA,442,Minimum of 72 units including either SA 101 or SA 150.
SA,443,Minimum of 72 units including either SA 101 or SA 150.
SA,450,"Minimum of 72 units including SA 350, and consent of the instructor."
SA,474,Minimum 72 units including SA 101 or SA 201W.
SA,496,Minimum of 72 units including SA 101 or 150 or 201W.
SA,497,Minimum of 72 units including SA 101 or 150 or 201W.
SA,499,"SA 495, permission from the SA department, and prior agreement from an SA faculty member who has agreed to supervise the honours essay."
SCI,190,Only Faculty of Science students may take this course.
SCI,300,60 units.
SD,281,
SD,381,"One of PLAN 100, PLAN 200, REM 100, or SD 281; and 45 units."
SD,401,SD 281 and 60 units.
SD,481,"One of PLAN 100, PLAN 200, REM 100, or SD 281; and 60 units."
SD,491,60 units and permission of the department.
SD,494,Permission of the department.
SD,499,60 units.
SDA,250,
SDA,270,
SDA,490,Admission into the Social Data Analytics Minor and 18 units completed in the minor.
SEE,110,
SEE,111,SEE 110.
SEE,221,"MSE 103 or PHYS 140, and MATH 152."
SEE,222,"PHYS 140, CHEM 121 or (CHEM 122 and CHEM 126)."
SEE,224,MATH 251.
SEE,225,"PHYS 140, MATH 251, (MATH 260 or MATH 310)."
SEE,230,"PHYS 141, MATH 232. Corequisite: (MATH 260 or MATH 310)."
SEE,231,SEE 230.
SEE,241,"PHYS 141, MATH 232. Corequisite: MATH 251."
SEE,242,"MATH 152, MATH 232."
SEE,251,"SEE 230, SEE 221, (MATH 260 or MATH 310)."
SEE,290,
SEE,294,
SEE,300,A minimum of 65 units OR a minimum of 55 units plus two-term co-op work.
SEE,310,"Completion of one co-op work term; SEE 111, 224, 242, 251."
SEE,324,"PHYS 141, SEE 224, SEE 225."
SEE,325,"SEE 100, SEE 221, and SEE 324."
SEE,331,SEE 231 and SEE 251.
SEE,332,"SEE 251, SEE 331."
SEE,333,SEE 341.
SEE,341,"SEE 242, SEE 230."
SEE,342,SEE 341.
SEE,351,"(MATH 260 or MATH 310), and SEE 224. Corequisite: SEE 324. MSE students who completed MSE 321 can take this course upon approval of the course instructor."
SEE,352,"SEE 222, SEE 224."
SEE,354,"SEE 222, SEE 331, SEE 324."
SEE,390,SEE 290 or SEE 294.
SEE,394,SEE 290 or SEE 294.
SEE,402,SEE 110; Minimum of 100 units OR 80 units plus two-term co-op work.
SEE,411,"SEE 410W. Must be taken in the term immediately following 410W. In order to obtain credit, students must successfully complete both SEE 410W and SEE 411."
SEE,460,"SEE 100, SEE 221, SEE 222."
SEE,463,"CMPT 130, SEE 231."
SEE,464,SEE 310 and SEE 324. MSE students who completed MSE 321 can take this course upon approval of the course instructor.
SEE,475,Permission of the undergraduate curriculum chair.
SEE,476,Permission of the undergraduate curriculum chair.
SEE,477,Permission of the undergraduate curriculum chair.
SEE,486,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee. The specific prerequisite courses will be identified by the course supervisor.
SEE,490,SEE 390 or SEE 394.
SEE,494,SEE 390 or SEE 394.
SEE,498,"At least 115 units with a minimum 3.0 CGPA and approval of the department, or permission of the academic supervisor."
SEE,499,SEE 498.
SPAN,110,"SPAN 100 (or SPAN 102), grade 12 Spanish, or equivalent."
SPAN,200,SPAN 110 (or SPAN 103) or equivalent.
SPAN,210,SPAN 200 (or SPAN 201) or equivalent.
SPAN,301,SPAN 202.
STAT,180,"Enrollment in the Statistics or Actuarial Science major or honours program, or STAT 270 with a minimum grade of C-."
STAT,201,Recommended: 30 units.
STAT,203,"Recommended: 30 units including a research methods course such as SA 255, CRIM 220, POL 200W, or equivalent."
STAT,240,"One of STAT 201, STAT 203, STAT 205, STAT 270, BUS 232, or ECON 233, and one of CMPT 102, CMPT 120, CMPT 125, CMPT 128, CMPT 129, CMPT 130, all with a minimum grade of C- or permission of the instructor. STAT 260 is also recommended."
STAT,260,"One of STAT 201, STAT 203, STAT 205, STAT 270, BUS 232, ECON 233, or POL 201, with a grade of at least C- or permission of the instructor."
STAT,261,"One of STAT 201, STAT 203, STAT 205, STAT 270, BUS 232, ECON 233, or POL 201, with a grade of at least C- or permission of the instructor. Corequisite: STAT 260."
STAT,270,"or Corequisite: MATH 152 or 155 or 158, with a minimum grade of C-. Students wishing an intuitive appreciation of a broad range of statistical strategies may wish to take STAT 100 first."
STAT,271,CMPT 210 with a minimum grade of C-.
STAT,285,"STAT 270 and one of MATH 152, MATH 155, or MATH 158, all with a minimum grade of C-."
STAT,302,"One of STAT 201, STAT 203, STAT 205, STAT 270, BUS 232, or ECON 233, with a minimum grade of C-."
STAT,305,"One of STAT 201, STAT 203, STAT 205, STAT 270, BUS 232, or ECON 233, with a minimum grade of C-."
STAT,310,"60 units in subjects outside of the Faculties of Science and Applied Sciences and one of STAT 201, STAT 203, STAT 205, STAT 270, BUS 232, ECON 233, or POL 201, with a minimum grade of C-."
STAT,330,"STAT 285, MATH 251, and one of MATH 232 or MATH 240, all with a minimum grade of C-."
STAT,336,Students must apply and receive permission from the co-op co-ordinator at least one but preferably two terms in advance. They will normally be required to have completed 45 units with a GPA of 2.5 before they may take this practicum course.
STAT,337,STAT 336 or Job Practicum I from another department. Students must apply and receive permission from the co-op co-ordinator at least one term in advance.
STAT,342,"STAT 285 or STAT 302 or STAT 305 or ECON 333, with a minimum grade of C-."
STAT,350,"STAT 260, STAT 285, MATH 251, and one of MATH 232 or MATH 240, all with a minimum grade of C-."
STAT,360,"One of STAT 260 or STAT 341 and one of STAT 302, STAT 305, STAT 350, or ECON 333, all with a minimum grade of C-. CMPT 125 or CMPT 129 is also recommended. Corequisite: STAT 361."
STAT,361,"One of STAT 260 or STAT 341 and one of STAT 302, STAT 305, STAT 350, or ECON 333, all with a minimum grade of C-. CMPT 125 or CMPT 129 is also recommended. Corequisite: STAT 360."
STAT,380,"STAT 330, or all of: STAT 285, MATH 208W, and MATH 251, all with a minimum grade of C-."
STAT,403,"STAT 260 and one of STAT 302, 305 or 350 or ECON 333, all with a minimum grade of C-."
STAT,410,STAT 350 with a minimum grade of C-.
STAT,430,STAT 350 with a minimum grade of C-.
STAT,436,STAT 337 or Job Practicum II from another department. Students must apply and receive permission from the co-op co-ordinator at least one term in advance.
STAT,437,STAT 436 or Job Practicum III from another department. Students must apply and receive permission from the co-op co-ordinator at least one term in advance.
STAT,438,STAT 437 or Job Practicum IV from another department. Students must apply and receive permission from the co-op co-ordinator at least one term in advance.
STAT,440,"90 units including STAT 350 with a minimum grade of C- and one of STAT 341, STAT 260, or CMPT 225, with a minimum grade of C-, or instructor approval. STAT 240 is also recommended."
STAT,445,"STAT 260 and one of STAT 285 or STAT 302 or STAT 305 or ECON 333 or equivalent, with a minimum grade of C-."
STAT,450,STAT 330 with a minimum grade of C-.
STAT,452,"STAT 260 and one of STAT 302 or STAT 305 or STAT 350 or ECON 333 or equivalent, with a minimum grade of C-."
STAT,460,"STAT 330 and 350, with a minimum grade of C-."
STAT,475,"STAT 260 and one of STAT 302 or STAT 305 or STAT 350 or ECON 333 or equivalent, with a minimum grade of C-."
STAT,485,"STAT 260 and one of STAT 285 or STAT 302 or STAT 305 or ECON 333 or equivalent, with a minimum grade of C-."
STAT,490,Dependent on the topic covered.
STAT,495,Written permission of the department undergraduate studies committee.
TEKX,101,
UGRAD,400,
URB,101,
URB,201,
URB,413,30 units.
URB,463,30 units.
URB,497,30 units.
URB,499,60 units and permission of the instructor. Students should seek permission from the instructor prior to the term in which they wish to enroll.
WL,200,"six units in World Literature, including one W course."
WL,201,
WL,203,
WL,204,
WL,303,45 units.
WL,304,45 units.
WL,308,45 units.
WL,309,45 units.
WL,320,45 units.
WL,330,45 units.
WL,340,Admission is by permission of the Instructor and Director.
WL,360,45 units or permission of the department.
WL,403,"60 units including two 300-level courses in world literature, English, and/or humanities."
