Department,CourseNumber,Prerequisites,Offerings,ParsedPrerequisites,numberOfOfferings
BUS,202,"This course is only open to approved business administration majors, joint majors, or second degree students admitted to the faculty through the Business Foundation Pathways - Transfer Pathway. Corequisite: BUS 203 with a P grade.","['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
BUS,203,"This course is only open to approved business administration majors admitted to the faculty through the BBA major - highschool or transfer stream in Fall 2022 and onward. Corequisite: BUS 201 or BUS 202, with a minimum grade of C-.","['Spring 2025', 'Fall 2024']","(BUS201),(BUS202)",2
BUS,207,"ECON 103 or ECON 113, ECON 105 or ECON 115, MATH 157, all with a minimum grade of C-; 15 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(ECON103,MATH157),(ECON105,MATH157),(ECON113,MATH157),(ECON115,MATH157)",5
BUS,221,,"['Summer 2024', 'Spring 2024']",,2
BUS,225,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,232,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,233,12 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,237,12 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,238,12 units.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,4
BUS,240,12 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,251,12 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,254,BUS 251 with a minimum grade of C-; 15 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(BUS251),5
BUS,272,12 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,275,12 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,300,"This course is only open to approved business administration majors admitted to the faculty in Fall 2022 and onward. BUS 100 or BUS 203, with a P grade and BUS 217W with a minimum grade of C-; 45 units. Recommendation to take with BUS 360W.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS100),(BUS203)",5
BUS,303,45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,307,"45 units; BUS 207 or ECON 201, with a minimum grade of C-.",['Fall 2024'],"(BUS207),(ECON201)",1
BUS,311,"This course is only open to students admitted to the business administration minor between Fall 2012 - Summer 2016 and who have credit for BUS 251 with a minimum grade of C- and 45 units, OR to students admitted to the business administration minor Fall 2016 - onwards and who have credit for BUS 251 with a minimum grade of C-, 45 units, and corequisite: BUS 200.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(BUS251),5
BUS,312,BUS 254 with a minimum grade of C- and 45 units; OR actuarial science students with BUS 254 with a minimum grade of C- and 45 units. Recommended: BUS 207 or ECON 201.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(BUS254),5
BUS,314,"BUS 238 or BUS 240, with a minimum grade of C-; 45 units.","['Fall 2024', 'Spring 2024']","(BUS238),(BUS240)",2
BUS,315,"BUS 312, BUS 336 and (BUS 207 or ECON 201), all with a minimum grade of C- and 45 units; OR actuarial science students with STAT 285 and BUS 312, both with a minimum grade of C- and 45 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS312,BUS336,BUS207),(BUS312,BUS336,ECON201),(STAT285,BUS312)",5
BUS,316,"BUS 312 and BUS 336, both with a minimum grade of C- and 45 units; OR actuarial science students with STAT 285 and BUS 312, both with a minimum grade of C- and 45 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS312,BUS336),(STAT285,BUS312)",5
BUS,318,"BUS 312 with a minimum grade of C-, 45 units, and permission of the instructor. This course is only open to students selected for the BEAM program.",['Fall 2024'],(BUS312),1
BUS,320,BUS 251 with a minimum grade of C-; 45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(BUS251),5
BUS,321,BUS 320 with a minimum grade of C-; 45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(BUS320),5
BUS,322,"BUS 254 with a minimum grade of C-, 45 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(BUS254),5
BUS,325,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,326,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,327,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,330,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,331,"BUS 330 (or BUS 329) with a minimum grade of C-, 45 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS330),(BUS329)",5
BUS,336,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; BUS 232, ECON 233, STAT 270, or STAT 271, with a minimum grade of C-; 45 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MATH150,BUS232),(MATH150,ECON233),(MATH150,STAT270),(MATH150,STAT271),(MATH151,BUS232),(MATH151,ECON233),(MATH151,STAT270),(MATH151,STAT271),(MATH154,BUS232),(MATH154,ECON233),(MATH154,STAT270),(MATH154,STAT271),(MATH157,BUS232),(MATH157,ECON233),(MATH157,STAT270),(MATH157,STAT271)",5
BUS,338,"BUS 238 or BUS 240, with a minimum grade of C-; 45 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(BUS238),(BUS240)",3
BUS,340,"This course is only open to students admitted to the business administration minor between Fall 2012 - Summer 2016 and who have 45 units, OR to students admitted to the business administration minor Fall 2016 - onwards and who have 45 units, and corequisite: BUS 200.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,341,"This course is only open to students admitted to the business administration minor between Fall 2012 - Summer 2016 and who have 45 units, OR to students admitted to the business administration minor Fall 2016 - onwards and who have 45 units, and corequisite: BUS 200.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,343,45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,345,"BUS 232 or ECON 233 or STAT 270 or STAT 271, and BUS 343, both with a minimum grade of C- and 45 units; OR data science majors with BUS 343 with a minimum grade of C- and 45 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS232,BUS343),(ECON233,BUS343),(STAT270,BUS343),(STAT271,BUS343)",5
BUS,346,45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,347,BUS 343 with a minimum grade of C-; 45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(BUS343),5
BUS,361,45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,362,BUS 237 with a minimum grade of C-; 45 units; OR Data Science majors with 45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(BUS237),5
BUS,371,45 units; BUS 217W with a minimum grade of C-.,['Fall 2024'],,1
BUS,373,"BUS 232, ECON 233, STAT 270, or STAT 271, with a minimum grade of C-; 45 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS232),(ECON233),(STAT270),(STAT271)",5
BUS,374,45 units; BUS 272 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(BUS272),4
BUS,381,BUS 272 with a minimum grade of C-; 45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(BUS272),5
BUS,393,45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,396,45 units.,['Spring 2024'],,1
BUS,401,"BUS 311 (or BUS 254 and BUS 312), BUS 340, BUS 341, all with a minimum grade of C-; 60 units. The course is only open to students in the business minor program.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS311),(BUS254,BUS312,BUS340,BUS341)",5
BUS,406,"Instructor permission. BUS 360W or innovation and entrepreneurship certificate students with an upper division Writing (W) course, with a minimum grade of C-; 60 units.",['Summer 2025'],,1
BUS,410,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS315,BUS316,BUS360W)",5
BUS,411,"BUS 315 and BUS 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Fall 2024', 'Spring 2024']","(BUS315,BUS360W)",3
BUS,413,"BUS 312, BUS 315, and BUS 360W, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS312,BUS315,BUS360W)",5
BUS,414,"BUS 315, BUS 360W, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024']","(BUS315,BUS360W)",2
BUS,417,"BUS 315, 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS315,BUS360W)",5
BUS,418,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS315,BUS316,BUS360W)",5
BUS,419,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.","['Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS315,BUS316,BUS360W)",3
BUS,420,"BUS 321, 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS321,BUS360W)",5
BUS,421,"BUS 321 and BUS 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS321,BUS360W)",5
BUS,424,"BUS 322 and BUS 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS322,BUS360W)",5
BUS,425,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
BUS,426,"BUS 321, 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS321,BUS360W)",5
BUS,430,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']",(BUS360W),4
BUS,431,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,['Fall 2024'],(BUS360W),1
BUS,432,"BUS 360W and one of BUS 272 or 381, all with a minimum grade of C-; 60 units. Recommended: BUS 346.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(BUS360W,BUS272),(BUS360W,BUS381)",3
BUS,434,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,"['Summer 2025', 'Fall 2024', 'Summer 2024']",(BUS360W),3
BUS,435,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,['Fall 2024'],(BUS360W),1
BUS,437,"BUS 336, 360W, both with a minimum grade of C-; 60 units; OR Data Science majors with BUS 360W with a minimum grade of C- and 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS336,BUS360W)",5
BUS,439,"BUS 345 or BUS 440, BUS 360W, BUS 437 or BUS 441, BUS 445, BUS 462, and BUS 464, all with a minimum grade of C-; 90 units; OR Data Science majors with BUS 360W, BUS 445, CMPT 354, all with a minimum grade of C- and 90 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(BUS345,BUS360W,BUS437,BUS445,BUS462,BUS464),(BUS440,BUS360W,BUS437,BUS445,BUS462,BUS464),(BUS345,BUS360W,BUS441,BUS445,BUS462,BUS464),(BUS440,BUS360W,BUS441,BUS445,BUS462,BUS464),(CMPT354,BUS360W,BUS445)",3
BUS,440,"BUS 336, 360W, both with a minimum grade of C-, 60 units; OR Data Science majors with BUS 360W with a minimum grade of C-, 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(BUS336,BUS360W)",3
BUS,441,"BUS 232 or ECON 233 or STAT 270, BUS 360W, and BUS 343, all with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(BUS232,BUS343,BUS360W),(ECON233,BUS343,BUS360W),(STAT270,BUS343,BUS360W)",3
BUS,443,"BUS 343 and BUS 360W, or innovation and entrepreneurship certificate students with BUS 343 and an upper division Writing (W) course, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(BUS343,BUS360W)",3
BUS,444,"BUS 343, 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Summer 2024', 'Spring 2024']","(BUS343,BUS360W)",3
BUS,445,"BUS 343, 336, 360W, all with a minimum grade of C-, 60 units; OR Data Science majors with BUS 343, 360W, both with a minimum grade of C-, and 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS343,BUS336,BUS360W)",5
BUS,446,"BUS 343, 347, 360W, all with a minimum grade of C-; 60 units.",['Spring 2024'],"(BUS343,BUS347,BUS360W)",1
BUS,447,"BUS 343, 360W, both with a minimum grade of C-; 60 units. Recommended: BUS 346.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS343,BUS360W)",5
BUS,448,"BUS 347, 360W, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(BUS347,BUS360W)",3
BUS,449,"BUS 343 and 360W, or corporate environmental and social sustainability certificate students with BUS 343 and upper division Writing (W) course, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(BUS343,BUS360W)",3
BUS,450,BUS 360W (or another upper division Writing (W) course) with a minimum grade of C-; 60 units.,['Spring 2024'],,1
BUS,453,"BUS 360W or (corporate environmental and social sustainability certificate students or innovation and entrepreneurship certificate students with an upper division Writing (W) course), with a minimum grade of C-; 60 units. Recommended: BUS 338.","['Fall 2024', 'Spring 2024']",(BUS360W),2
BUS,455,"BUS 254, BUS 345, BUS 347, and BUS 360W, all with a minimum grade of C-; 90 units.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS254,BUS345,BUS347,BUS360W)",4
BUS,462,"BUS 336, BUS 360W, BUS 362, all with a minimum grade of C-; 60 units. Corequisite: BUS 336 can be taken concurrently.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS336,BUS360W,BUS362)",5
BUS,464,"BUS 360W, 362, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS360W,BUS362)",4
BUS,466,"BUS 237, BUS 360W, BUS 362, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Fall 2024', 'Summer 2024']","(BUS237,BUS360W,BUS362)",3
BUS,468,"BUS 237, BUS 360W, BUS 362, all with a minimum grade of C-; 90 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS237,BUS360W,BUS362)",5
BUS,471,60 units; BUS 360W with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
BUS,473,"Students admitted prior to Fall 2023 with (BUS 373 or BUS 336) and BUS 360W, or students admitted Fall 2023 onward with BUS 373 and BUS 360W; both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS373,BUS360W),(BUS336,BUS360W)",5
BUS,474,"Students admitted prior to Fall 2023 with (BUS 373 or BUS 336) and BUS 360W, or students admitted Fall 2023 onward with BUS 373 and BUS 360W; both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']","(BUS373,BUS360W),(BUS336,BUS360W)",4
BUS,475,"BUS 360W or corporate environmental and social sustainability certificate students with an upper division Writing (W) course, with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']",,4
BUS,477,"BUS 338 and BUS 360W, or innovation and entrepreneurship certificate students with BUS 338 and an upper division Writing (W) course, both with a minimum grade of C-; 60 units. Recommended: BUS 314, BUS 361.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(BUS338,BUS360W)",3
BUS,478,"BUS 207 (or ECON 201 or ECON 301), BUS 312, 343, 360W and either BUS 374 or 381, all with a minimum grade of C-; 90 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS207,BUS312,BUS343,BUS360W,BUS374),(BUS207,BUS312,BUS343,BUS360W,BUS381),(ECON201,BUS312,BUS343,BUS360W,BUS374),(ECON201,BUS312,BUS343,BUS360W,BUS381),(ECON301,BUS312,BUS343,BUS360W,BUS374),(ECON301,BUS312,BUS343,BUS360W,BUS381)",5
BUS,479,BUS 360W with a minimum grade of C-; 75 units.,"['Spring 2025', 'Summer 2024', 'Spring 2024']",,3
BUS,481,"BUS 381 and 360W, with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS381,BUS360W)",5
BUS,482,"60 units; BUS 272, 381 and 360W, all with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(BUS272,BUS381,BUS360W)",3
BUS,483,"BUS 393, BUS 360W, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(BUS393,BUS360W)",3
BUS,484,"BUS 381 and 360W, with a minimum grade of C-; 60 units.",['Fall 2024'],"(BUS381,BUS360W)",1
BUS,485,"BUS 272, 360W, and either 374 or 381, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(BUS272,BUS360W,BUS374),(BUS272,BUS360W,BUS381)",5
BUS,486,"BUS 272, 360W, and either 374 or 381, all with a minimum grade of C-; 60 units.",['Fall 2024'],"(BUS272,BUS360W,BUS374),(BUS272,BUS360W,BUS381)",1
BUS,488,"BUS 360W and (BUS 374 or BUS 381), all with a minimum grade of C-; 60 units.","['Spring 2025', 'Spring 2024']","(BUS360W,BUS374),(BUS360W,BUS381)",2
BUS,489,"(BUS 374 or BUS 381) and BUS 360W, or corporate environmental and social sustainability certificate students with an upper division Writing (W) course, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Summer 2024']","(BUS374,BUS360W),(BUS381,BUS360W)",2
BUS,492,As stated by the faculty at the time of offering and BUS 360W with a minimum grade of C-; 60 units.,['Summer 2025'],,1
BUS,496,"This course is only open to approved business administration majors admitted to the faculty in Fall 2022 and onward, BUS 300 with a P grade and BUS 360W with a minimum grade of C-; 95 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024']","(BUS300,BUS360W)",4
BUS,498,Permission of the faculty and BUS 360W with a minimum grade of C-; 60 units.,['Spring 2024'],,1
CA,104,,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,4
CA,117,,['Fall 2024'],,1
CA,118,,"['Spring 2025', 'Spring 2024']",,2
CA,120,,['Spring 2024'],,1
CA,122,Prior approval as a result of an audition. Corequisite: CA 122 and CA 129 must be taken concurrently.,['Fall 2024'],,1
CA,123,CA (or FPA) 122. Corequisite: CA 123 and CA 124 must be taken concurrently.,"['Spring 2025', 'Spring 2024']","(CA122),(FPA122)",2
CA,124,"Declared dance major, extended minor, or permission from instructor.","['Spring 2025', 'Spring 2024']",,2
CA,127,12 units.,['Fall 2024'],,1
CA,129,"Declared dance major, extended minor, or permission from instructor.",['Fall 2024'],,1
