Department,CourseNumber,Prerequisites,Offerings
BUS,346,45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,347,BUS 343 with a minimum grade of C-; 45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,361,45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,362,BUS 237 with a minimum grade of C-; 45 units; OR Data Science majors with 45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,371,45 units; BUS 217W with a minimum grade of C-.,['Fall 2024']
BUS,373,"BUS 232, ECON 233, STAT 270, or STAT 271, with a minimum grade of C-; 45 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,374,45 units; BUS 272 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,381,BUS 272 with a minimum grade of C-; 45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,393,45 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,396,45 units.,['Spring 2024']
BUS,401,"BUS 311 (or BUS 254 and BUS 312), BUS 340, BUS 341, all with a minimum grade of C-; 60 units. The course is only open to students in the business minor program.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,406,"Instructor permission. BUS 360W or innovation and entrepreneurship certificate students with an upper division Writing (W) course, with a minimum grade of C-; 60 units.",['Summer 2025']
BUS,410,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,411,"BUS 315 and BUS 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Fall 2024', 'Spring 2024']"
BUS,413,"BUS 312, BUS 315, and BUS 360W, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,414,"BUS 315, BUS 360W, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024']"
BUS,417,"BUS 315, 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,418,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,419,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.","['Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,420,"BUS 321, 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,421,"BUS 321 and BUS 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,424,"BUS 322 and BUS 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,425,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,426,"BUS 321, 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,430,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
BUS,431,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,['Fall 2024']
BUS,432,"BUS 360W and one of BUS 272 or 381, all with a minimum grade of C-; 60 units. Recommended: BUS 346.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
BUS,434,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
BUS,435,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,['Fall 2024']
BUS,437,"BUS 336, 360W, both with a minimum grade of C-; 60 units; OR Data Science majors with BUS 360W with a minimum grade of C- and 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,439,"BUS 345 or BUS 440, BUS 360W, BUS 437 or BUS 441, BUS 445, BUS 462, and BUS 464, all with a minimum grade of C-; 90 units; OR Data Science majors with BUS 360W, BUS 445, CMPT 354, all with a minimum grade of C- and 90 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
BUS,440,"BUS 336, 360W, both with a minimum grade of C-, 60 units; OR Data Science majors with BUS 360W with a minimum grade of C-, 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
BUS,441,"BUS 232 or ECON 233 or STAT 270, BUS 360W, and BUS 343, all with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
BUS,443,"BUS 343 and BUS 360W, or innovation and entrepreneurship certificate students with BUS 343 and an upper division Writing (W) course, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
BUS,444,"BUS 343, 360W, both with a minimum grade of C-; 60 units.","['Summer 2025', 'Summer 2024', 'Spring 2024']"
BUS,445,"BUS 343, 336, 360W, all with a minimum grade of C-, 60 units; OR Data Science majors with BUS 343, 360W, both with a minimum grade of C-, and 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,446,"BUS 343, 347, 360W, all with a minimum grade of C-; 60 units.",['Spring 2024']
BUS,447,"BUS 343, 360W, both with a minimum grade of C-; 60 units. Recommended: BUS 346.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,448,"BUS 347, 360W, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
BUS,449,"BUS 343 and 360W, or corporate environmental and social sustainability certificate students with BUS 343 and upper division Writing (W) course, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
BUS,450,BUS 360W (or another upper division Writing (W) course) with a minimum grade of C-; 60 units.,['Spring 2024']
BUS,453,"BUS 360W or (corporate environmental and social sustainability certificate students or innovation and entrepreneurship certificate students with an upper division Writing (W) course), with a minimum grade of C-; 60 units. Recommended: BUS 338.","['Fall 2024', 'Spring 2024']"
BUS,455,"BUS 254, BUS 345, BUS 347, and BUS 360W, all with a minimum grade of C-; 90 units.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,462,"BUS 336, BUS 360W, BUS 362, all with a minimum grade of C-; 60 units. Corequisite: BUS 336 can be taken concurrently.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,464,"BUS 360W, 362, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,466,"BUS 237, BUS 360W, BUS 362, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Fall 2024', 'Summer 2024']"
BUS,468,"BUS 237, BUS 360W, BUS 362, all with a minimum grade of C-; 90 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,471,60 units; BUS 360W with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
BUS,473,"Students admitted prior to Fall 2023 with (BUS 373 or BUS 336) and BUS 360W, or students admitted Fall 2023 onward with BUS 373 and BUS 360W; both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,474,"Students admitted prior to Fall 2023 with (BUS 373 or BUS 336) and BUS 360W, or students admitted Fall 2023 onward with BUS 373 and BUS 360W; both with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
BUS,475,"BUS 360W or corporate environmental and social sustainability certificate students with an upper division Writing (W) course, with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
BUS,477,"BUS 338 and BUS 360W, or innovation and entrepreneurship certificate students with BUS 338 and an upper division Writing (W) course, both with a minimum grade of C-; 60 units. Recommended: BUS 314, BUS 361.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
BUS,478,"BUS 207 (or ECON 201 or ECON 301), BUS 312, 343, 360W and either BUS 374 or 381, all with a minimum grade of C-; 90 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,479,BUS 360W with a minimum grade of C-; 75 units.,"['Spring 2025', 'Summer 2024', 'Spring 2024']"
BUS,481,"BUS 381 and 360W, with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,482,"60 units; BUS 272, 381 and 360W, all with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
BUS,483,"BUS 393, BUS 360W, both with a minimum grade of C-; 60 units.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
BUS,484,"BUS 381 and 360W, with a minimum grade of C-; 60 units.",['Fall 2024']
BUS,485,"BUS 272, 360W, and either 374 or 381, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
BUS,486,"BUS 272, 360W, and either 374 or 381, all with a minimum grade of C-; 60 units.",['Fall 2024']
BUS,488,"BUS 360W and (BUS 374 or BUS 381), all with a minimum grade of C-; 60 units.","['Spring 2025', 'Spring 2024']"
BUS,489,"(BUS 374 or BUS 381) and BUS 360W, or corporate environmental and social sustainability certificate students with an upper division Writing (W) course, all with a minimum grade of C-; 60 units.","['Summer 2025', 'Summer 2024']"
BUS,492,As stated by the faculty at the time of offering and BUS 360W with a minimum grade of C-; 60 units.,['Summer 2025']
BUS,496,"This course is only open to approved business administration majors admitted to the faculty in Fall 2022 and onward, BUS 300 with a P grade and BUS 360W with a minimum grade of C-; 95 units.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024']"
BUS,498,Permission of the faculty and BUS 360W with a minimum grade of C-; 60 units.,['Spring 2024']
CA,104,,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CA,117,,['Fall 2024']
CA,118,,"['Spring 2025', 'Spring 2024']"
CA,120,,['Spring 2024']
CA,122,Prior approval as a result of an audition. Corequisite: CA 122 and CA 129 must be taken concurrently.,['Fall 2024']
CA,123,CA (or FPA) 122. Corequisite: CA 123 and CA 124 must be taken concurrently.,"['Spring 2025', 'Spring 2024']"
CA,124,"Declared dance major, extended minor, or permission from instructor.","['Spring 2025', 'Spring 2024']"
CA,127,12 units.,['Fall 2024']
CA,129,"Declared dance major, extended minor, or permission from instructor.",['Fall 2024']
CA,130,Prior approval through formal application.,['Fall 2024']
CA,131,CA (or FPA) 130 and prior approval.,"['Spring 2025', 'Spring 2024']"
CA,135,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CA,136,,['Fall 2024']
CA,137,,"['Spring 2025', 'Spring 2024']"
CA,140,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CA,142,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CA,143,"Acceptance into the major, or permission of instructor. Corequisite: CA 145 or permission of instructor.",['Fall 2024']
CA,144,CA 143. Corequisite: CA 146.,"['Spring 2025', 'Spring 2024']"
CA,145,,['Fall 2024']
CA,146,CA 145. Corequisite: CA 144.,"['Spring 2025', 'Spring 2024']"
CA,149,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CA,150,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
CA,151,By audition.,['Fall 2024']
CA,152,CA 151.,"['Spring 2025', 'Spring 2024']"
CA,160,,['Fall 2024']
CA,161,CA (or FPA) 160.,"['Spring 2025', 'Spring 2024']"
CA,170,,"['Fall 2024', 'Spring 2024']"
CA,174,,['Fall 2024']
CA,186,,['Fall 2024']
CA,216,"One of CA 135, 136, 137, 186, 235, 236, 316 (or 337), 318 (or 335), 416 (or 436), or 30 units.","['Summer 2025', 'Spring 2025', 'Summer 2024']"
CA,217,45 units including one history/theory course within the School for the Contemporary Arts.,['Spring 2025']
CA,220,"CA (or FPA) 122, 123, 124, 129 and prior approval by interview.",['Fall 2024']
CA,221,CA (or FPA) 220.,"['Spring 2025', 'Spring 2024']"
CA,230,"CA (or FPA) 131, and CA (or FPA) 136 or 137, and prior approval. Corequisite: CA 233.",['Fall 2024']
CA,231,CA (or FPA) 230 and CA (or FPA) 233.,"['Spring 2025', 'Spring 2024']"
CA,232,CA (or FPA) 131.,['Spring 2024']
CA,233,CA (or FPA) 131 and prior approval. Corequisite: CA 230.,['Fall 2024']
CA,235,"One of CA (or FPA) 117 (or 167), 118 (or 168), 135, 136 or 137 or 30 units.",['Fall 2024']
CA,240,"CA 140, 144, 146.",['Fall 2024']
CA,241,CA 143 or permission of instructor.,['Spring 2025']
CA,242,B or higher in CA 146 or permission of instructor.,['Spring 2025']
CA,243,Prior approval.,['Spring 2024']
CA,245,"CA 140, 144, and achieving a B (or higher) in CA 145 and CA 146.",['Fall 2024']
CA,246,CA 245.,"['Spring 2025', 'Spring 2024']"
CA,247,"CA 140, 144, 146 or permission of instructor.",['Fall 2024']
CA,249,CA (or FPA) 140 and/or prior approval.,['Spring 2024']
CA,251,"One of CA 123, 131, 146, 152, 161, 171.",['Fall 2024']
CA,252,"One of CA 123, 131, 146, 161, 171, 251.","['Spring 2025', 'Spring 2024']"
CA,253,"One of CA 123, 131, 146, 152, 161, 171.",['Fall 2024']
CA,254,"One of CA 123, 131, 146, 152, 161, 171.",['Fall 2024']
CA,255,"One of CA 123, 131, 146, 152, 161, 171.","['Spring 2025', 'Spring 2024']"
CA,256,"One of CA 123, 131, 146, 152, 161, 171.","['Spring 2025', 'Spring 2024']"
CA,260,CA (or FPA) 118 (or 168) and 161. A course materials fee is required.,['Fall 2024']
CA,261,CA (or FPA) 260. A course materials fee is required.,"['Spring 2025', 'Spring 2024']"
CA,262,CA (or FPA) 160. A course materials fee is required.,['Fall 2024']
CA,263,CA (or FPA) 160. A course materials fee is required.,"['Spring 2025', 'Spring 2024']"
CA,265,CA (or FPA) 160. A course materials fee is required.,['Spring 2025']
CA,269,CA (or FPA) 160. A course materials fee is required.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CA,270,CA (or FPA) 170.,['Fall 2024']
CA,271,CA (or FPA) 170.,"['Spring 2025', 'Spring 2024']"
CA,276,"CA 174, CA 170 or permission of instructor.","['Fall 2024', 'Spring 2024']"
CA,285,"One of CA 122, 130, 145, 150, 160, 170.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CA,304,30 units in Contemporary Arts.,"['Fall 2024', 'Summer 2024']"
CA,305,30 units in CA.,"['Summer 2025', 'Summer 2024']"
CA,306,45 units including CA 304 and permission of Internship Coordinator.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CA,307,45 units including CA 304 and permission of Internship Coordinator.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CA,308,A minimum of 30 units and approval of Field School Director.,"['Summer 2025', 'Summer 2024']"
CA,309,A minimum of 30 units and permission of Field School Director.,"['Summer 2025', 'Summer 2024']"
CA,314,"CA (or FPA) 117 (or 167), 186, and 210W (or 210).",['Fall 2024']
CA,315,45 units.,['Spring 2024']
CA,316,Nine units in CA courses including CA 136 or 137.,"['Summer 2025', 'Spring 2025', 'Summer 2024']"
CA,320,CA (or FPA) 221.,['Fall 2024']
CA,321,CA (or FPA) 320.,"['Spring 2025', 'Spring 2024']"
CA,322,"Acceptance into the dance major or extended minor program, or prior approval.",['Fall 2024']
CA,323,CA (or FPA) 322 or prior approval.,"['Spring 2025', 'Spring 2024']"
CA,324,"CA (or FPA) 124, 228W, and 285.",['Fall 2024']
CA,326,"Acceptance into the dance major or extended minor, and prior approval. Corequisite: Students must be concurrently enrolled in a technique course at an appropriate level. These courses include CA 220, CA 320, CA 322, CA 420, and CA 421.",['Fall 2024']
CA,327,"Acceptance into the dance major or extended minor and prior approval. Corequisite: Students must be concurrently enrolled in a technique course at an appropriate level. These courses include 220, 320, 322, 420, and 421.",['Fall 2024']
CA,329,CA (or FPA) 221 or prior approval.,['Spring 2025']
CA,332,CA (or FPA) 231 or prior approval.,"['Spring 2025', 'Spring 2024']"
CA,334,CA (or FPA) 231 and prior approval.,['Fall 2024']
CA,339,"CA (or FPA) 231, or CA (or FPA) 251 with prior approval.","['Spring 2025', 'Spring 2024']"
CA,340,B or higher in CA 245 or permission of instructor.,"['Spring 2025', 'Spring 2024']"
CA,341,45 units.,['Fall 2024']
CA,343,CA 243.,['Spring 2024']
CA,344,CA 140 or permission of instructor.,"['Spring 2025', 'Spring 2024']"
CA,345,CA 246.,['Fall 2024']
CA,346,CA 345.,"['Spring 2025', 'Spring 2024']"
CA,347,CA 247 or permission of instructor.,"['Spring 2025', 'Spring 2024']"
CA,349,CA (or FPA) 245.,['Spring 2024']
CA,350,"CA 252 and declared status in the theatre and performance major or honours, or by prior approval.","['Spring 2025', 'Spring 2024']"
CA,354,"One of CA 221, 231, 246, 252, 261, 271, 285.",['Fall 2024']
CA,355,CA 354.,"['Spring 2025', 'Spring 2024']"
CA,356,"One of CA 221, 231, 246, 252, 256, 261, 271, 285.","['Spring 2025', 'Spring 2024']"
CA,360,"CA (or FPA) 117 (or 167), 118 (or 168), 210W (or 210), 261 and status as an approved Visual Art Major. Corequisite: CA 366.",['Fall 2024']
CA,361,CA (or FPA) 360 and 366. Corequisite: CA 367.,"['Spring 2025', 'Spring 2024']"
CA,362,CA (or FPA) 160. A course materials fee is required.,['Fall 2024']
CA,363,CA (or FPA) 160. A course materials fee is required.,"['Spring 2025', 'Spring 2024']"
CA,365,CA (or FPA) 160. A course materials fee is required.,['Spring 2025']
CA,366,"CA (or FPA) 117 (or 167), 118 (or 168), 210W (or 210), 261 and status as an approved Visual Art Major. Corequisite: CA 360.",['Fall 2024']
