Department,Course Number,Prerequisites,Offerings,Parsed Prerequisites,Number of Offerings,Simple Prerequisites
BPK,452,BPK 451.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BPK451),5,BPK451
BPK,453,BPK 452.,"Summer 2025, Spring 2025, Fall 2024, Spring 2024",(BPK452),4,BPK452
BPK,457,"75 units, with a minimum CGPA of 3.00, PSYC 301 or BPK 304W with a minimum grade of B, and permission from one of the Co-chairs of the Behavioural Neuroscience Program Committee.","Summer 2025, Spring 2025, Fall 2024, Spring 2024","(PSYC301),(BPK304W)",4,"BPK304W, PSYC301"
BPK,459,A minimum grade of B in BPK 457. Corequisite: Must be enrolled in the Honours Program of the B.Sc. in Behavioural Neuroscience. Students must seek permission from their honours project supervisor to enroll in additional courses at the same time.,"Summer 2025, Spring 2025, Fall 2024, Spring 2024",(BPK457),4,BPK457
BPK,481,BPK 303 and 326.,"Spring 2025, Summer 2024, Spring 2024","(BPK303,BPK326)",3,"BPK303, BPK326"
BPK,482,"BPK 180W, 201, 326, and 381. Corequisite: BPK 481. Students must successfully complete a Criminal Record Check before enrolling.","Spring 2025, Spring 2024","(BPK180W,BPK201,BPK326,BPK381)",2,"BPK180W, BPK201, BPK326, BPK381"
BPK,491,"90 units, BPK 304W (may be taken concurrently) and permission of the chair of the undergraduate program committee. A minimum grade of B in this course is needed to register in BPK 495 or BPK 499.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BPK304W),5,BPK304W
BPK,495,BPK 491 (minimum grade of B). Corequisite: BPK 499. Only students in the honours program may enroll in BPK 495.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BPK491),5,BPK491
BPK,496,"BPK 304W (may be taken concurrently) or PSYC 210, and permission from the chair of the undergraduate program committee. Usually, upper level standing with at least 75 units in the Biomedical Physiology and Kinesiology program will be required.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BPK304W),(PSYC210)",5,"BPK304W, PSYC210"
BPK,498,"BPK 304W (may be taken concurrently) or PSYC 210, and permission from the chair of the undergraduate program committee. Usually, upper level standing with at least 75 units in the Biomedical Physiology and Kinesiology program will be required.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BPK304W),(PSYC210)",5,"BPK304W, PSYC210"
BPK,499,BPK 491 (minimum grade of B). Corequisite: BPK 495. Only students in the honours program may enroll in BPK 499.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BPK491),5,BPK491
BUS,200,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,201,This course is only open to approved business administration majors admitted to the faculty through the Business Foundation Pathways - High School Pathway. Corequisite: BUS 203 with a P grade.,Fall 2024,N/A,1,N/A
BUS,202,"This course is only open to approved business administration majors, joint majors, or second degree students admitted to the faculty through the Business Foundation Pathways - Transfer Pathway. Corequisite: BUS 203 with a P grade.","Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
BUS,203,"This course is only open to approved business administration majors admitted to the faculty through the BBA major - highschool or transfer stream in Fall 2022 and onward. Corequisite: BUS 201 or BUS 202, with a minimum grade of C-.","Spring 2025, Fall 2024","(BUS201),(BUS202)",2,"BUS201, BUS202"
BUS,207,"ECON 103 or ECON 113, ECON 105 or ECON 115, MATH 157, all with a minimum grade of C-; 15 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(ECON103,MATH157),(ECON105,MATH157),(ECON113,MATH157),(ECON115,MATH157)",5,"ECON103, ECON105, ECON113, ECON115, MATH157"
BUS,221,N/A,"Summer 2024, Spring 2024",N/A,2,N/A
BUS,225,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,232,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,233,12 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,237,12 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,238,12 units.,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,4,N/A
BUS,240,12 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,251,12 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,254,BUS 251 with a minimum grade of C-; 15 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BUS251),5,BUS251
BUS,272,12 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,275,12 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,300,"This course is only open to approved business administration majors admitted to the faculty in Fall 2022 and onward. BUS 100 or BUS 203, with a P grade and BUS 217W with a minimum grade of C-; 45 units. Recommendation to take with BUS 360W.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS100),(BUS203)",5,"BUS100, BUS203"
BUS,303,45 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,307,"45 units; BUS 207 or ECON 201, with a minimum grade of C-.",Fall 2024,"(BUS207),(ECON201)",1,"BUS207, ECON201"
BUS,311,"This course is only open to students admitted to the business administration minor between Fall 2012 - Summer 2016 and who have credit for BUS 251 with a minimum grade of C- and 45 units, OR to students admitted to the business administration minor Fall 2016 - onwards and who have credit for BUS 251 with a minimum grade of C-, 45 units, and corequisite: BUS 200.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BUS251),5,BUS251
BUS,312,BUS 254 with a minimum grade of C- and 45 units; OR actuarial science students with BUS 254 with a minimum grade of C- and 45 units. Recommended: BUS 207 or ECON 201.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BUS254),5,BUS254
BUS,314,"BUS 238 or BUS 240, with a minimum grade of C-; 45 units.","Fall 2024, Spring 2024","(BUS238),(BUS240)",2,"BUS238, BUS240"
BUS,315,"BUS 312, BUS 336 and (BUS 207 or ECON 201), all with a minimum grade of C- and 45 units; OR actuarial science students with STAT 285 and BUS 312, both with a minimum grade of C- and 45 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS312,BUS336,BUS207),(BUS312,BUS336,ECON201),(STAT285,BUS312)",5,"BUS207, BUS312, BUS336, ECON201, STAT285"
BUS,316,"BUS 312 and BUS 336, both with a minimum grade of C- and 45 units; OR actuarial science students with STAT 285 and BUS 312, both with a minimum grade of C- and 45 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS312,BUS336),(STAT285,BUS312)",5,"BUS312, BUS336, STAT285"
BUS,318,"BUS 312 with a minimum grade of C-, 45 units, and permission of the instructor. This course is only open to students selected for the BEAM program.",Fall 2024,(BUS312),1,BUS312
BUS,320,BUS 251 with a minimum grade of C-; 45 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BUS251),5,BUS251
BUS,321,BUS 320 with a minimum grade of C-; 45 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BUS320),5,BUS320
BUS,322,"BUS 254 with a minimum grade of C-, 45 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BUS254),5,BUS254
BUS,325,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,326,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,327,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,330,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,331,"BUS 330 (or BUS 329) with a minimum grade of C-, 45 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS330),(BUS329)",5,"BUS329, BUS330"
BUS,336,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; BUS 232, ECON 233, STAT 270, or STAT 271, with a minimum grade of C-; 45 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(MATH150,BUS232),(MATH150,ECON233),(MATH150,STAT270),(MATH150,STAT271),(MATH151,BUS232),(MATH151,ECON233),(MATH151,STAT270),(MATH151,STAT271),(MATH154,BUS232),(MATH154,ECON233),(MATH154,STAT270),(MATH154,STAT271),(MATH157,BUS232),(MATH157,ECON233),(MATH157,STAT270),(MATH157,STAT271)",5,"BUS232, ECON233, MATH150, MATH151, MATH154, MATH157, STAT270, STAT271"
BUS,338,"BUS 238 or BUS 240, with a minimum grade of C-; 45 units.","Spring 2025, Fall 2024, Spring 2024","(BUS238),(BUS240)",3,"BUS238, BUS240"
BUS,340,"This course is only open to students admitted to the business administration minor between Fall 2012 - Summer 2016 and who have 45 units, OR to students admitted to the business administration minor Fall 2016 - onwards and who have 45 units, and corequisite: BUS 200.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,341,"This course is only open to students admitted to the business administration minor between Fall 2012 - Summer 2016 and who have 45 units, OR to students admitted to the business administration minor Fall 2016 - onwards and who have 45 units, and corequisite: BUS 200.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,343,45 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,345,"BUS 232 or ECON 233 or STAT 270 or STAT 271, and BUS 343, both with a minimum grade of C- and 45 units; OR data science majors with BUS 343 with a minimum grade of C- and 45 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS232,BUS343),(ECON233,BUS343),(STAT270,BUS343),(STAT271,BUS343)",5,"BUS232, BUS343, ECON233, STAT270, STAT271"
BUS,346,45 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,347,BUS 343 with a minimum grade of C-; 45 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BUS343),5,BUS343
BUS,361,45 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,362,BUS 237 with a minimum grade of C-; 45 units; OR Data Science majors with 45 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BUS237),5,BUS237
BUS,371,45 units; BUS 217W with a minimum grade of C-.,Fall 2024,N/A,1,N/A
BUS,373,"BUS 232, ECON 233, STAT 270, or STAT 271, with a minimum grade of C-; 45 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS232),(ECON233),(STAT270),(STAT271)",5,"BUS232, ECON233, STAT270, STAT271"
BUS,374,45 units; BUS 272 with a minimum grade of C-.,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BUS272),4,BUS272
BUS,381,BUS 272 with a minimum grade of C-; 45 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(BUS272),5,BUS272
BUS,393,45 units.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,396,45 units.,Spring 2024,N/A,1,N/A
BUS,401,"BUS 311 (or BUS 254 and BUS 312), BUS 340, BUS 341, all with a minimum grade of C-; 60 units. The course is only open to students in the business minor program.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS311),(BUS254,BUS312,BUS340,BUS341)",5,"BUS254, BUS311, BUS312, BUS340, BUS341"
BUS,406,"Instructor permission. BUS 360W or innovation and entrepreneurship certificate students with an upper division Writing (W) course, with a minimum grade of C-; 60 units.",Summer 2025,N/A,1,N/A
BUS,410,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS315,BUS316,BUS360W)",5,"BUS315, BUS316, BUS360W"
BUS,411,"BUS 315 and BUS 360W, both with a minimum grade of C-; 60 units.","Summer 2025, Fall 2024, Spring 2024","(BUS315,BUS360W)",3,"BUS315, BUS360W"
BUS,413,"BUS 312, BUS 315, and BUS 360W, all with a minimum grade of C-; 60 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS312,BUS315,BUS360W)",5,"BUS312, BUS315, BUS360W"
BUS,414,"BUS 315, BUS 360W, both with a minimum grade of C-; 60 units.","Spring 2025, Fall 2024","(BUS315,BUS360W)",2,"BUS315, BUS360W"
BUS,417,"BUS 315, 360W, both with a minimum grade of C-; 60 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS315,BUS360W)",5,"BUS315, BUS360W"
BUS,418,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS315,BUS316,BUS360W)",5,"BUS315, BUS316, BUS360W"
BUS,419,"BUS 315, 316, 360W, all with a minimum grade of C-; 60 units.","Fall 2024, Summer 2024, Spring 2024","(BUS315,BUS316,BUS360W)",3,"BUS315, BUS316, BUS360W"
BUS,420,"BUS 321, 360W, both with a minimum grade of C-; 60 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS321,BUS360W)",5,"BUS321, BUS360W"
BUS,421,"BUS 321 and BUS 360W, both with a minimum grade of C-; 60 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS321,BUS360W)",5,"BUS321, BUS360W"
BUS,424,"BUS 322 and BUS 360W, both with a minimum grade of C-; 60 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS322,BUS360W)",5,"BUS322, BUS360W"
BUS,425,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
BUS,426,"BUS 321, 360W, both with a minimum grade of C-; 60 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS321,BUS360W)",5,"BUS321, BUS360W"
BUS,430,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,"Summer 2025, Spring 2025, Summer 2024, Spring 2024",(BUS360W),4,BUS360W
BUS,431,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,Fall 2024,(BUS360W),1,BUS360W
BUS,432,"BUS 360W and one of BUS 272 or 381, all with a minimum grade of C-; 60 units. Recommended: BUS 346.","Spring 2025, Fall 2024, Spring 2024","(BUS360W,BUS272),(BUS360W,BUS381)",3,"BUS272, BUS360W, BUS381"
BUS,434,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,"Summer 2025, Fall 2024, Summer 2024",(BUS360W),3,BUS360W
BUS,435,BUS 360W with a minimum grade of C-; 60 units. Recommended: BUS 346.,Fall 2024,(BUS360W),1,BUS360W
BUS,437,"BUS 336, 360W, both with a minimum grade of C-; 60 units; OR Data Science majors with BUS 360W with a minimum grade of C- and 60 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS336,BUS360W)",5,"BUS336, BUS360W"
BUS,439,"BUS 345 or BUS 440, BUS 360W, BUS 437 or BUS 441, BUS 445, BUS 462, and BUS 464, all with a minimum grade of C-; 90 units; OR Data Science majors with BUS 360W, BUS 445, CMPT 354, all with a minimum grade of C- and 90 units.","Spring 2025, Fall 2024, Spring 2024","(BUS345,BUS360W,BUS437,BUS445,BUS462,BUS464),(BUS440,BUS360W,BUS437,BUS445,BUS462,BUS464),(BUS345,BUS360W,BUS441,BUS445,BUS462,BUS464),(BUS440,BUS360W,BUS441,BUS445,BUS462,BUS464),(CMPT354,BUS360W,BUS445)",3,"BUS345, BUS360W, BUS437, BUS440, BUS441, BUS445, BUS462, BUS464, CMPT354"
BUS,440,"BUS 336, 360W, both with a minimum grade of C-, 60 units; OR Data Science majors with BUS 360W with a minimum grade of C-, 60 units.","Spring 2025, Fall 2024, Spring 2024","(BUS336,BUS360W)",3,"BUS336, BUS360W"
BUS,441,"BUS 232 or ECON 233 or STAT 270, BUS 360W, and BUS 343, all with a minimum grade of C-; 60 units.","Spring 2025, Fall 2024, Spring 2024","(BUS232,BUS343,BUS360W),(ECON233,BUS343,BUS360W),(STAT270,BUS343,BUS360W)",3,"BUS232, BUS343, BUS360W, ECON233, STAT270"
BUS,443,"BUS 343 and BUS 360W, or innovation and entrepreneurship certificate students with BUS 343 and an upper division Writing (W) course, both with a minimum grade of C-; 60 units.","Spring 2025, Fall 2024, Spring 2024","(BUS343,BUS360W)",3,"BUS343, BUS360W"
BUS,444,"BUS 343, 360W, both with a minimum grade of C-; 60 units.","Summer 2025, Summer 2024, Spring 2024","(BUS343,BUS360W)",3,"BUS343, BUS360W"
BUS,445,"BUS 343, 336, 360W, all with a minimum grade of C-, 60 units; OR Data Science majors with BUS 343, 360W, both with a minimum grade of C-, and 60 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS343,BUS336,BUS360W)",5,"BUS336, BUS343, BUS360W"
BUS,446,"BUS 343, 347, 360W, all with a minimum grade of C-; 60 units.",Spring 2024,"(BUS343,BUS347,BUS360W)",1,"BUS343, BUS347, BUS360W"
BUS,447,"BUS 343, 360W, both with a minimum grade of C-; 60 units. Recommended: BUS 346.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS343,BUS360W)",5,"BUS343, BUS360W"
BUS,448,"BUS 347, 360W, both with a minimum grade of C-; 60 units.","Spring 2025, Fall 2024, Spring 2024","(BUS347,BUS360W)",3,"BUS347, BUS360W"
BUS,449,"BUS 343 and 360W, or corporate environmental and social sustainability certificate students with BUS 343 and upper division Writing (W) course, both with a minimum grade of C-; 60 units.","Spring 2025, Fall 2024, Spring 2024","(BUS343,BUS360W)",3,"BUS343, BUS360W"
BUS,450,BUS 360W (or another upper division Writing (W) course) with a minimum grade of C-; 60 units.,Spring 2024,N/A,1,N/A
BUS,453,"BUS 360W or (corporate environmental and social sustainability certificate students or innovation and entrepreneurship certificate students with an upper division Writing (W) course), with a minimum grade of C-; 60 units. Recommended: BUS 338.","Fall 2024, Spring 2024",(BUS360W),2,BUS360W
BUS,455,"BUS 254, BUS 345, BUS 347, and BUS 360W, all with a minimum grade of C-; 90 units.","Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS254,BUS345,BUS347,BUS360W)",4,"BUS254, BUS345, BUS347, BUS360W"
BUS,462,"BUS 336, BUS 360W, BUS 362, all with a minimum grade of C-; 60 units. Corequisite: BUS 336 can be taken concurrently.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS336,BUS360W,BUS362)",5,"BUS336, BUS360W, BUS362"
BUS,464,"BUS 360W, 362, both with a minimum grade of C-; 60 units.","Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS360W,BUS362)",4,"BUS360W, BUS362"
BUS,466,"BUS 237, BUS 360W, BUS 362, all with a minimum grade of C-; 60 units.","Summer 2025, Fall 2024, Summer 2024","(BUS237,BUS360W,BUS362)",3,"BUS237, BUS360W, BUS362"
BUS,468,"BUS 237, BUS 360W, BUS 362, all with a minimum grade of C-; 90 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS237,BUS360W,BUS362)",5,"BUS237, BUS360W, BUS362"
BUS,471,60 units; BUS 360W with a minimum grade of C-.,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
BUS,473,"Students admitted prior to Fall 2023 with (BUS 373 or BUS 336) and BUS 360W, or students admitted Fall 2023 onward with BUS 373 and BUS 360W; both with a minimum grade of C-; 60 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS373,BUS360W),(BUS336,BUS360W)",5,"BUS336, BUS360W, BUS373"
BUS,474,"Students admitted prior to Fall 2023 with (BUS 373 or BUS 336) and BUS 360W, or students admitted Fall 2023 onward with BUS 373 and BUS 360W; both with a minimum grade of C-; 60 units.","Summer 2025, Spring 2025, Summer 2024, Spring 2024","(BUS373,BUS360W),(BUS336,BUS360W)",4,"BUS336, BUS360W, BUS373"
BUS,475,"BUS 360W or corporate environmental and social sustainability certificate students with an upper division Writing (W) course, with a minimum grade of C-; 60 units.","Summer 2025, Spring 2025, Summer 2024, Spring 2024",N/A,4,N/A
BUS,477,"BUS 338 and BUS 360W, or innovation and entrepreneurship certificate students with BUS 338 and an upper division Writing (W) course, both with a minimum grade of C-; 60 units. Recommended: BUS 314, BUS 361.","Spring 2025, Fall 2024, Spring 2024","(BUS338,BUS360W)",3,"BUS338, BUS360W"
BUS,478,"BUS 207 (or ECON 201 or ECON 301), BUS 312, 343, 360W and either BUS 374 or 381, all with a minimum grade of C-; 90 units.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(BUS207,BUS312,BUS343,BUS360W,BUS374),(BUS207,BUS312,BUS343,BUS360W,BUS381),(ECON201,BUS312,BUS343,BUS360W,BUS374),(ECON201,BUS312,BUS343,BUS360W,BUS381),(ECON301,BUS312,BUS343,BUS360W,BUS374),(ECON301,BUS312,BUS343,BUS360W,BUS381)",5,"BUS207, BUS312, BUS343, BUS360W, BUS374, BUS381, ECON201, ECON301"
